epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
73,18185.8,0.22633,0.36,1,3.1472,0.000953,0.000953,0.000953
74,18609,0.22537,0.24,1,3.83728,0.000948875,0.000948875,0.000948875
75,19008.5,0.21448,0.28,1,2.9258,0.00094475,0.00094475,0.00094475
76,19421.6,0.26088,0.36,1,3.33861,0.000940625,0.000940625,0.000940625
77,19773.1,0.23723,0.4,1,2.28041,0.0009365,0.0009365,0.0009365
78,20118.5,0.19388,0.32,1,3.32845,0.000932375,0.000932375,0.000932375
79,20507.8,0.19837,0.36,1,2.51809,0.00092825,0.00092825,0.00092825
80,20864.3,0.28148,0.32,1,3.81581,0.000924125,0.000924125,0.000924125
81,21373.6,0.20403,0.44,1,2.22129,0.00092,0.00092,0.00092
82,21576.8,0.23077,0.32,1,3.16841,0.000915875,0.000915875,0.000915875
83,21772.5,0.21303,0.44,1,2.45649,0.00091175,0.00091175,0.00091175
84,21972.1,0.20403,0.36,1,2.26383,0.000907625,0.000907625,0.000907625
85,22173.4,0.18655,0.32,1,3.85279,0.0009035,0.0009035,0.0009035
86,22382.9,0.18692,0.32,1,3.19788,0.000899375,0.000899375,0.000899375
87,22593.5,0.16405,0.28,1,3.17908,0.00089525,0.00089525,0.00089525
88,22799.1,0.22031,0.28,1,3.6121,0.000891125,0.000891125,0.000891125
89,22999.3,0.19213,0.24,1,3.44025,0.000887,0.000887,0.000887
90,23192.9,0.15733,0.4,1,2.59923,0.000882875,0.000882875,0.000882875
91,23399,0.23711,0.4,1,3.47772,0.00087875,0.00087875,0.00087875
92,23603.1,0.16677,0.28,1,4.8463,0.000874625,0.000874625,0.000874625
93,23813.4,0.20265,0.36,1,3.62255,0.0008705,0.0008705,0.0008705
94,24024.1,0.19465,0.28,1,3.75436,0.000866375,0.000866375,0.000866375
95,24230.9,0.21718,0.28,1,3.92897,0.00086225,0.00086225,0.00086225
96,24442.7,0.18943,0.24,1,3.08089,0.000858125,0.000858125,0.000858125
97,24648.8,0.1179,0.24,1,3.01064,0.000854,0.000854,0.000854
98,24857.3,0.16406,0.36,1,2.24616,0.000849875,0.000849875,0.000849875
99,25068.1,0.16901,0.4,1,3.46421,0.00084575,0.00084575,0.00084575
100,25268.4,0.1247,0.28,1,2.68375,0.000841625,0.000841625,0.000841625
101,25479.8,0.13772,0.48,1,2.90652,0.0008375,0.0008375,0.0008375
102,25690.9,0.14203,0.48,1,2.88509,0.000833375,0.000833375,0.000833375
103,25894,0.12458,0.32,1,3.483,0.00082925,0.00082925,0.00082925
104,26100.8,0.1834,0.32,1,3.85096,0.000825125,0.000825125,0.000825125
105,26308.2,0.12872,0.24,1,4.08219,0.000821,0.000821,0.000821
106,26518.8,0.1127,0.48,1,2.67652,0.000816875,0.000816875,0.000816875
107,26739.2,0.14408,0.36,1,2.67218,0.00081275,0.00081275,0.00081275
108,26950.8,0.13528,0.28,1,3.44618,0.000808625,0.000808625,0.000808625
109,27162.9,0.13036,0.24,1,3.54438,0.0008045,0.0008045,0.0008045
110,27361.6,0.154,0.28,1,4.48604,0.000800375,0.000800375,0.000800375
111,27564,0.12758,0.24,1,4.90449,0.00079625,0.00079625,0.00079625
112,27769.9,0.1225,0.32,1,2.47437,0.000792125,0.000792125,0.000792125
113,27977.8,0.2266,0.32,1,2.4358,0.000788,0.000788,0.000788
114,28189.7,0.21026,0.36,1,2.87049,0.000783875,0.000783875,0.000783875
115,28395.2,0.12793,0.36,1,3.7958,0.00077975,0.00077975,0.00077975
116,28619.1,0.13633,0.36,1,3.71939,0.000775625,0.000775625,0.000775625
117,28827,0.13652,0.36,1,3.69818,0.0007715,0.0007715,0.0007715
118,29040.3,0.09117,0.28,1,4.44881,0.000767375,0.000767375,0.000767375
119,29256.4,0.09342,0.32,1,3.98086,0.00076325,0.00076325,0.00076325
120,29469.5,0.07824,0.28,1,3.92854,0.000759125,0.000759125,0.000759125
121,29679.9,0.17144,0.36,1,4.17111,0.000755,0.000755,0.000755
122,29910.7,0.10844,0.44,1,3.46909,0.000750875,0.000750875,0.000750875
123,30151.4,0.08295,0.44,1,3.60558,0.00074675,0.00074675,0.00074675
124,30392.3,0.08254,0.36,1,3.58327,0.000742625,0.000742625,0.000742625
125,30638.1,0.11564,0.4,1,3.64509,0.0007385,0.0007385,0.0007385
126,30885.2,0.07692,0.44,1,2.31661,0.000734375,0.000734375,0.000734375
127,31129.4,0.04913,0.44,1,3.57971,0.00073025,0.00073025,0.00073025
128,31368.8,0.07176,0.44,1,3.17453,0.000726125,0.000726125,0.000726125
129,31611.6,0.0525,0.36,1,3.09612,0.000722,0.000722,0.000722
130,31865.6,0.0865,0.4,1,3.30684,0.000717875,0.000717875,0.000717875
131,32109.3,0.17367,0.24,1,4.69545,0.00071375,0.00071375,0.00071375
132,32351.2,0.20333,0.36,1,3.16596,0.000709625,0.000709625,0.000709625
133,32599.4,0.12961,0.4,1,3.73078,0.0007055,0.0007055,0.0007055
134,32851,0.14039,0.4,1,4.15211,0.000701375,0.000701375,0.000701375
135,33105.4,0.15127,0.28,1,3.82968,0.00069725,0.00069725,0.00069725
136,33357,0.12691,0.32,1,3.62643,0.000693125,0.000693125,0.000693125
137,33614.5,0.12064,0.4,1,4.23741,0.000689,0.000689,0.000689
138,33863,0.15215,0.36,1,3.5907,0.000684875,0.000684875,0.000684875
139,34115.9,0.0916,0.48,1,3.38815,0.00068075,0.00068075,0.00068075
140,34361.3,0.18179,0.4,1,3.94444,0.000676625,0.000676625,0.000676625
141,34590.4,0.17594,0.4,1,3.25807,0.0006725,0.0006725,0.0006725
142,34802.3,0.13121,0.32,1,4.49958,0.000668375,0.000668375,0.000668375
143,35016.3,0.07034,0.36,1,4.85288,0.00066425,0.00066425,0.00066425
144,35230.5,0.10542,0.32,1,3.90386,0.000660125,0.000660125,0.000660125
145,35438.2,0.10875,0.32,1,3.61177,0.000656,0.000656,0.000656
146,35604.9,0.12153,0.32,1,4.42763,0.000651875,0.000651875,0.000651875
147,35719.9,0.09842,0.36,1,4.65822,0.00064775,0.00064775,0.00064775
148,35832.6,0.08103,0.36,1,3.28524,0.000643625,0.000643625,0.000643625
149,35945.3,0.07791,0.32,1,3.40872,0.0006395,0.0006395,0.0006395
150,36062.1,0.11633,0.4,1,4.73294,0.000635375,0.000635375,0.000635375
151,36174.8,0.14581,0.28,1,3.10115,0.00063125,0.00063125,0.00063125
152,36288.2,0.09766,0.36,1,3.86659,0.000627125,0.000627125,0.000627125
153,36402.1,0.08492,0.44,1,3.52822,0.000623,0.000623,0.000623
154,36516.3,0.08984,0.44,1,2.96473,0.000618875,0.000618875,0.000618875
155,36629.7,0.13326,0.44,1,2.39853,0.00061475,0.00061475,0.00061475
156,36742.8,0.10919,0.48,1,2.89273,0.000610625,0.000610625,0.000610625
157,36855.3,0.06106,0.36,1,3.44595,0.0006065,0.0006065,0.0006065
158,36969.8,0.06644,0.4,1,3.55119,0.000602375,0.000602375,0.000602375
159,37081.9,0.04483,0.32,1,3.07758,0.00059825,0.00059825,0.00059825
160,37195.7,0.06677,0.32,1,3.18319,0.000594125,0.000594125,0.000594125
161,37307.5,0.04842,0.4,1,3.93438,0.00059,0.00059,0.00059
162,37420.1,0.06108,0.36,1,4.44308,0.000585875,0.000585875,0.000585875
163,37532.9,0.09306,0.36,1,3.47929,0.00058175,0.00058175,0.00058175
164,37647.2,0.15318,0.24,1,3.46811,0.000577625,0.000577625,0.000577625
165,37761,0.08381,0.32,1,3.6771,0.0005735,0.0005735,0.0005735
166,37874.3,0.07707,0.36,1,2.98523,0.000569375,0.000569375,0.000569375
167,37988.1,0.10007,0.4,1,2.96974,0.00056525,0.00056525,0.00056525
168,38101.7,0.17458,0.32,1,3.42933,0.000561125,0.000561125,0.000561125
169,38211.9,0.12083,0.48,1,2.54921,0.000557,0.000557,0.000557
170,38322.4,0.13336,0.36,1,3.45086,0.000552875,0.000552875,0.000552875
171,38434.5,0.10204,0.4,1,3.60394,0.00054875,0.00054875,0.00054875
172,38548.5,0.10676,0.4,1,2.76161,0.000544625,0.000544625,0.000544625
173,38661.5,0.09459,0.4,1,2.63984,0.0005405,0.0005405,0.0005405
174,38782.6,0.08136,0.52,1,2.50056,0.000536375,0.000536375,0.000536375
175,38904.6,0.06464,0.36,1,2.62705,0.00053225,0.00053225,0.00053225
176,39026.3,0.1169,0.44,1,3.54003,0.000528125,0.000528125,0.000528125
177,39164.9,0.13151,0.36,1,2.58452,0.000524,0.000524,0.000524
178,39561.8,0.16242,0.48,1,2.71802,0.000519875,0.000519875,0.000519875
179,39975.9,0.07547,0.36,1,2.69014,0.00051575,0.00051575,0.00051575
180,40419.1,0.07484,0.36,1,3.03153,0.000511625,0.000511625,0.000511625
181,40867.3,0.10193,0.48,1,4.11868,0.0005075,0.0005075,0.0005075
182,41282.8,0.07711,0.44,1,4.18351,0.000503375,0.000503375,0.000503375
183,41720.5,0.10412,0.36,1,3.5498,0.00049925,0.00049925,0.00049925
184,41990.9,0.10374,0.32,1,4.08552,0.000495125,0.000495125,0.000495125
185,42110.4,0.12685,0.28,1,4.04068,0.000491,0.000491,0.000491
186,42228.6,0.266,0.44,1,4.74057,0.000486875,0.000486875,0.000486875
187,42343.5,0.14069,0.32,1,3.54077,0.00048275,0.00048275,0.00048275
188,42460.8,0.1227,0.32,1,3.53433,0.000478625,0.000478625,0.000478625
189,42633.1,0.22829,0.36,1,4.11699,0.0004745,0.0004745,0.0004745
190,42936.8,0.08181,0.36,1,3.27458,0.000470375,0.000470375,0.000470375
191,43603.8,0.11079,0.36,1,2.62029,0.00046625,0.00046625,0.00046625
192,43877.9,0.07494,0.32,1,3.98388,0.000462125,0.000462125,0.000462125
193,44304.5,0.09234,0.4,1,4.56373,0.000458,0.000458,0.000458
194,44431.9,0.06548,0.44,1,3.95902,0.000453875,0.000453875,0.000453875
195,44555.7,0.0847,0.28,1,3.77949,0.00044975,0.00044975,0.00044975
196,44680.5,0.08925,0.44,1,3.26569,0.000445625,0.000445625,0.000445625
197,44807.9,0.05207,0.36,1,2.91328,0.0004415,0.0004415,0.0004415
198,44932.9,0.05535,0.32,1,3.16177,0.000437375,0.000437375,0.000437375
199,45057.9,0.04156,0.4,1,3.29915,0.00043325,0.00043325,0.00043325
200,45180.2,0.06646,0.32,1,2.8344,0.000429125,0.000429125,0.000429125
201,45306.5,0.03052,0.32,1,2.92032,0.000425,0.000425,0.000425
202,45434.6,0.05427,0.36,1,2.94596,0.000420875,0.000420875,0.000420875
203,45563.7,0.06223,0.44,1,2.82959,0.00041675,0.00041675,0.00041675
204,45690.3,0.06867,0.44,1,3.35537,0.000412625,0.000412625,0.000412625
205,45820.5,0.05044,0.36,1,3.61732,0.0004085,0.0004085,0.0004085
206,45945.2,0.05542,0.36,1,3.6117,0.000404375,0.000404375,0.000404375
207,46071,0.07448,0.4,1,3.4841,0.00040025,0.00040025,0.00040025
208,46199.1,0.06953,0.4,1,2.68322,0.000396125,0.000396125,0.000396125
209,46323.9,0.05506,0.36,1,3.11087,0.000392,0.000392,0.000392
210,46445.3,0.10851,0.32,1,3.8009,0.000387875,0.000387875,0.000387875
211,46572.2,0.17454,0.4,1,2.7555,0.00038375,0.00038375,0.00038375
212,46698.9,0.05281,0.36,1,2.67781,0.000379625,0.000379625,0.000379625
213,46826.4,0.07088,0.4,1,2.70136,0.0003755,0.0003755,0.0003755
214,46955.7,0.05657,0.44,1,2.82727,0.000371375,0.000371375,0.000371375
215,47081.7,0.04174,0.4,1,2.91142,0.00036725,0.00036725,0.00036725
216,47208.8,0.03667,0.36,1,2.90861,0.000363125,0.000363125,0.000363125
217,47336.6,0.02968,0.44,1,2.82265,0.000359,0.000359,0.000359
218,47464.5,0.02832,0.44,1,3.05482,0.000354875,0.000354875,0.000354875
219,47591.9,0.04245,0.44,1,3.415,0.00035075,0.00035075,0.00035075
220,47718.6,0.03011,0.44,1,3.28615,0.000346625,0.000346625,0.000346625
221,47849.6,0.05347,0.36,1,3.37617,0.0003425,0.0003425,0.0003425
222,47978.9,0.03653,0.36,1,3.23248,0.000338375,0.000338375,0.000338375
223,48105.1,0.03765,0.4,1,3.00158,0.00033425,0.00033425,0.00033425
224,48232.8,0.0274,0.4,1,2.84514,0.000330125,0.000330125,0.000330125
225,48359.1,0.04264,0.44,1,2.84706,0.000326,0.000326,0.000326
226,48484.9,0.0427,0.44,1,2.80443,0.000321875,0.000321875,0.000321875
227,48613,0.04183,0.44,1,2.41673,0.00031775,0.00031775,0.00031775
228,48739.4,0.03589,0.44,1,2.53759,0.000313625,0.000313625,0.000313625
229,48868.6,0.03158,0.4,1,2.74555,0.0003095,0.0003095,0.0003095
230,49001.8,0.02616,0.44,1,2.78238,0.000305375,0.000305375,0.000305375
231,49126.2,0.03094,0.48,1,2.94923,0.00030125,0.00030125,0.00030125
232,49252.7,0.02936,0.48,1,3.06698,0.000297125,0.000297125,0.000297125
233,49379.7,0.02078,0.44,1,3.38871,0.000293,0.000293,0.000293
234,49509,0.03562,0.44,1,3.07408,0.000288875,0.000288875,0.000288875
235,49637.6,0.02654,0.44,1,2.91825,0.00028475,0.00028475,0.00028475
236,49767.7,0.04174,0.44,1,2.69295,0.000280625,0.000280625,0.000280625
237,49897.4,0.03079,0.44,1,2.67477,0.0002765,0.0002765,0.0002765
238,50023.7,0.06459,0.44,1,2.81537,0.000272375,0.000272375,0.000272375
239,50159.5,0.03824,0.36,1,3.02888,0.00026825,0.00026825,0.00026825
240,50291,0.05542,0.4,1,3.05669,0.000264125,0.000264125,0.000264125
241,50423.2,0.09372,0.44,1,2.93544,0.00026,0.00026,0.00026
242,50554.7,0.04029,0.36,1,2.71221,0.000255875,0.000255875,0.000255875
243,50681.9,0.03116,0.32,1,2.81776,0.00025175,0.00025175,0.00025175
244,50804.7,0.03796,0.36,1,2.87076,0.000247625,0.000247625,0.000247625
245,50931.2,0.03487,0.4,1,2.93848,0.0002435,0.0002435,0.0002435
246,51055.9,0.01839,0.36,1,2.92358,0.000239375,0.000239375,0.000239375
247,51184.2,0.03281,0.4,1,2.94108,0.00023525,0.00023525,0.00023525
248,51313.1,0.05058,0.4,1,3.0208,0.000231125,0.000231125,0.000231125
249,51440.2,0.02683,0.36,1,2.95569,0.000227,0.000227,0.000227
250,51566.9,0.04489,0.32,1,2.86825,0.000222875,0.000222875,0.000222875
251,51696,0.03322,0.36,1,2.8393,0.00021875,0.00021875,0.00021875
252,51825.4,0.05512,0.32,1,2.90457,0.000214625,0.000214625,0.000214625
253,51954.8,0.02746,0.36,1,2.96811,0.0002105,0.0002105,0.0002105
254,52081.4,0.02492,0.36,1,2.92117,0.000206375,0.000206375,0.000206375
255,52208.3,0.03602,0.36,1,2.98018,0.00020225,0.00020225,0.00020225
256,52339.5,0.0306,0.4,1,2.97997,0.000198125,0.000198125,0.000198125
257,52473.4,0.02333,0.4,1,2.91733,0.000194,0.000194,0.000194
258,52606.4,0.04172,0.44,1,2.93368,0.000189875,0.000189875,0.000189875
259,52742.5,0.03785,0.44,1,2.98003,0.00018575,0.00018575,0.00018575
260,52872.3,0.03228,0.48,1,2.98338,0.000181625,0.000181625,0.000181625
261,53000.2,0.01354,0.48,1,2.91812,0.0001775,0.0001775,0.0001775
262,53122.1,0.02232,0.48,1,2.89684,0.000173375,0.000173375,0.000173375
263,53238,0.02797,0.44,1,2.89129,0.00016925,0.00016925,0.00016925
264,53352.8,0.02563,0.44,1,3.04415,0.000165125,0.000165125,0.000165125
265,53465.7,0.04555,0.48,1,2.97845,0.000161,0.000161,0.000161
266,53579.4,0.02094,0.4,1,3.10544,0.000156875,0.000156875,0.000156875
267,53691.9,0.03815,0.4,1,3.11137,0.00015275,0.00015275,0.00015275
268,53805.8,0.05172,0.44,1,3.16165,0.000148625,0.000148625,0.000148625
269,53918.4,0.04765,0.4,1,3.13511,0.0001445,0.0001445,0.0001445
270,54031.9,0.03016,0.44,1,2.91518,0.000140375,0.000140375,0.000140375
271,54146.3,0.01706,0.4,1,2.99425,0.00013625,0.00013625,0.00013625
272,54260,0.03366,0.36,1,2.9872,0.000132125,0.000132125,0.000132125
273,54386.7,0.05626,0.36,1,2.91392,0.000128,0.000128,0.000128
274,54508.4,0.07763,0.4,1,3.13239,0.000123875,0.000123875,0.000123875
275,54629,0.03127,0.4,1,3.00734,0.00011975,0.00011975,0.00011975
276,54832.5,0.04095,0.36,1,3.08269,0.000115625,0.000115625,0.000115625
277,55008.3,0.01838,0.4,1,3.26026,0.0001115,0.0001115,0.0001115
278,55237.1,0.03492,0.4,1,3.38232,0.000107375,0.000107375,0.000107375
279,55594.2,0.02022,0.4,1,3.39953,0.00010325,0.00010325,0.00010325
280,56336.6,0.02841,0.4,1,3.3991,9.9125e-05,9.9125e-05,9.9125e-05
281,56920.9,0.01304,0.36,1,3.41236,9.5e-05,9.5e-05,9.5e-05
282,57087.4,0.01502,0.36,1,3.42086,9.0875e-05,9.0875e-05,9.0875e-05
283,57239.9,0.03093,0.4,1,3.48048,8.675e-05,8.675e-05,8.675e-05
284,57392.4,0.01879,0.4,1,3.54204,8.2625e-05,8.2625e-05,8.2625e-05
285,57602.6,0.04837,0.4,1,3.62718,7.85e-05,7.85e-05,7.85e-05
286,57773.9,0.01289,0.4,1,3.63969,7.4375e-05,7.4375e-05,7.4375e-05
287,57943.6,0.0165,0.4,1,3.53703,7.025e-05,7.025e-05,7.025e-05
288,58108.9,0.02516,0.4,1,3.61408,6.6125e-05,6.6125e-05,6.6125e-05
289,58266,0.01638,0.4,1,3.68507,6.2e-05,6.2e-05,6.2e-05
290,58434.3,0.03804,0.4,1,3.71816,5.7875e-05,5.7875e-05,5.7875e-05
291,58598.5,0.01857,0.4,1,3.76521,5.375e-05,5.375e-05,5.375e-05
292,58759.1,0.0311,0.4,1,3.62989,4.9625e-05,4.9625e-05,4.9625e-05
293,58916.4,0.00974,0.4,1,3.63434,4.55e-05,4.55e-05,4.55e-05
294,59071.5,0.01374,0.4,1,3.50968,4.1375e-05,4.1375e-05,4.1375e-05
295,59226,0.02039,0.4,1,3.45978,3.725e-05,3.725e-05,3.725e-05
296,59383.3,0.01176,0.36,1,3.419,3.3125e-05,3.3125e-05,3.3125e-05
297,59538.7,0.01772,0.36,1,3.41713,2.9e-05,2.9e-05,2.9e-05
298,59869.7,0.01467,0.36,1,3.42038,2.4875e-05,2.4875e-05,2.4875e-05
299,60228.6,0.01814,0.36,1,3.49611,2.075e-05,2.075e-05,2.075e-05
300,60453.7,0.02119,0.36,1,3.48613,1.6625e-05,1.6625e-05,1.6625e-05
