epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
79,29495.8,0.22219,0.775,1,1.49516,0.00092825,0.00092825,0.00092825
80,29883.1,0.23439,0.775,1,1.07455,0.000924125,0.000924125,0.000924125
81,30265.3,0.22211,0.75,1,1.33557,0.00092,0.00092,0.00092
82,30655.4,0.2347,0.75,1,1.2272,0.000915875,0.000915875,0.000915875
83,31044.3,0.26105,0.725,1,1.56041,0.00091175,0.00091175,0.00091175
84,31432.7,0.22211,0.75,1,1.56147,0.000907625,0.000907625,0.000907625
85,31820.4,0.18832,0.75,1,1.13045,0.0009035,0.0009035,0.0009035
86,32205,0.17098,0.675,1,1.07562,0.000899375,0.000899375,0.000899375
87,32592.5,0.21119,0.75,1,1.4814,0.00089525,0.00089525,0.00089525
88,32979.7,0.16932,0.675,1,1.36875,0.000891125,0.000891125,0.000891125
89,33366.8,0.18666,0.775,1,1.32213,0.000887,0.000887,0.000887
90,33753.4,0.18644,0.675,1,1.17905,0.000882875,0.000882875,0.000882875
91,34138.7,0.17824,0.775,1,1.08793,0.00087875,0.00087875,0.00087875
92,34525.9,0.19286,0.725,1,1.25741,0.000874625,0.000874625,0.000874625
93,34915,0.21242,0.8,1,1.26328,0.0008705,0.0008705,0.0008705
94,35300,0.22742,0.775,1,1.38261,0.000866375,0.000866375,0.000866375
95,35687.2,0.18918,0.725,1,1.32856,0.00086225,0.00086225,0.00086225
96,36070.5,0.19094,0.8,1,0.95397,0.000858125,0.000858125,0.000858125
97,36457.8,0.1647,0.725,1,1.42452,0.000854,0.000854,0.000854
98,36847.5,0.1639,0.75,1,1.36526,0.000849875,0.000849875,0.000849875
99,37231.8,0.15366,0.775,1,1.04683,0.00084575,0.00084575,0.00084575
100,37620.4,0.14153,0.7,1,1.71504,0.000841625,0.000841625,0.000841625
101,38007.4,0.15785,0.725,1,1.25394,0.0008375,0.0008375,0.0008375
102,38396.4,0.16364,0.775,1,1.30691,0.000833375,0.000833375,0.000833375
103,38787.7,0.18815,0.725,1,1.75611,0.00082925,0.00082925,0.00082925
104,39172.3,0.15628,0.75,1,1.58029,0.000825125,0.000825125,0.000825125
105,39561,0.16008,0.725,1,1.3079,0.000821,0.000821,0.000821
106,39970.4,0.14729,0.75,1,1.5839,0.000816875,0.000816875,0.000816875
107,40354.2,0.14627,0.775,1,1.64475,0.00081275,0.00081275,0.00081275
108,40743.9,0.16355,0.775,1,2.3705,0.000808625,0.000808625,0.000808625
109,41130.9,0.1607,0.775,1,1.37606,0.0008045,0.0008045,0.0008045
110,41515.7,0.13524,0.775,1,1.66936,0.000800375,0.000800375,0.000800375
111,41902.6,0.13375,0.75,1,1.86965,0.00079625,0.00079625,0.00079625
112,42288.4,0.13993,0.725,1,1.83118,0.000792125,0.000792125,0.000792125
113,42674,0.15102,0.8,1,1.11748,0.000788,0.000788,0.000788
114,43064.8,0.17491,0.8,1,1.22511,0.000783875,0.000783875,0.000783875
115,43451.5,0.14263,0.75,1,1.39974,0.00077975,0.00077975,0.00077975
116,43839.8,0.14626,0.725,1,1.01519,0.000775625,0.000775625,0.000775625
117,44226.8,0.11783,0.8,1,1.34733,0.0007715,0.0007715,0.0007715
118,44614.3,0.15506,0.8,1,1.46995,0.000767375,0.000767375,0.000767375
119,45000.6,0.15704,0.775,1,1.42576,0.00076325,0.00076325,0.00076325
120,45387.3,0.14724,0.75,1,1.79935,0.000759125,0.000759125,0.000759125
121,45776.1,0.14618,0.7,1,1.63933,0.000755,0.000755,0.000755
122,46163.5,0.14385,0.775,1,1.70522,0.000750875,0.000750875,0.000750875
123,46552.2,0.15264,0.8,1,1.1771,0.00074675,0.00074675,0.00074675
124,46940.5,0.13838,0.8,1,1.22158,0.000742625,0.000742625,0.000742625
125,47324.1,0.13345,0.75,1,2.1561,0.0007385,0.0007385,0.0007385
126,47712.6,0.10539,0.775,1,1.7035,0.000734375,0.000734375,0.000734375
127,48098.3,0.11236,0.75,1,1.26879,0.00073025,0.00073025,0.00073025
128,48486.6,0.15262,0.725,1,1.8392,0.000726125,0.000726125,0.000726125
129,48850.7,0.14361,0.8,1,1.44778,0.000722,0.000722,0.000722
130,49129,0.12576,0.75,1,1.72393,0.000717875,0.000717875,0.000717875
131,49408.8,0.1064,0.8,1,1.15062,0.00071375,0.00071375,0.00071375
132,49699.7,0.10779,0.775,1,1.15891,0.000709625,0.000709625,0.000709625
133,49995.6,0.11843,0.8,1,1.23721,0.0007055,0.0007055,0.0007055
134,50289.4,0.11338,0.775,1,1.64354,0.000701375,0.000701375,0.000701375
135,50584.6,0.13429,0.775,1,1.85311,0.00069725,0.00069725,0.00069725
136,50888.2,0.11607,0.75,1,2.11361,0.000693125,0.000693125,0.000693125
137,51190.9,0.12371,0.75,1,1.89842,0.000689,0.000689,0.000689
138,51488.1,0.11256,0.8,1,1.2507,0.000684875,0.000684875,0.000684875
139,51785.6,0.12165,0.75,1,1.77826,0.00068075,0.00068075,0.00068075
140,52087.9,0.10903,0.775,1,1.85287,0.000676625,0.000676625,0.000676625
141,52398.8,0.12479,0.825,1,1.46473,0.0006725,0.0006725,0.0006725
142,52687.3,0.12459,0.8,1,1.25081,0.000668375,0.000668375,0.000668375
143,52970.8,0.11553,0.775,1,1.37304,0.00066425,0.00066425,0.00066425
144,53253.5,0.14957,0.8,1,1.77966,0.000660125,0.000660125,0.000660125
145,53534.9,0.11622,0.775,1,1.34728,0.000656,0.000656,0.000656
146,53836.7,0.1271,0.825,1,1.74784,0.000651875,0.000651875,0.000651875
147,54165.5,0.12171,0.8,1,1.49695,0.00064775,0.00064775,0.00064775
148,54462.7,0.12787,0.8,1,1.58029,0.000643625,0.000643625,0.000643625
149,54760.3,0.11177,0.775,1,1.98761,0.0006395,0.0006395,0.0006395
150,55060.7,0.12601,0.775,1,1.72527,0.000635375,0.000635375,0.000635375
151,55367.2,0.08594,0.8,1,1.87266,0.00063125,0.00063125,0.00063125
152,55718.4,0.09098,0.775,1,1.63121,0.000627125,0.000627125,0.000627125
153,56080.8,0.09949,0.775,1,1.85135,0.000623,0.000623,0.000623
154,56428.9,0.08848,0.8,1,1.71346,0.000618875,0.000618875,0.000618875
155,56730.4,0.10797,0.775,1,2.15421,0.00061475,0.00061475,0.00061475
156,57024.7,0.11121,0.8,1,1.77321,0.000610625,0.000610625,0.000610625
157,57320,0.10163,0.8,1,1.64837,0.0006065,0.0006065,0.0006065
158,57610,0.1083,0.8,1,1.89392,0.000602375,0.000602375,0.000602375
159,57901,0.08416,0.775,1,2.1167,0.00059825,0.00059825,0.00059825
160,58192.9,0.08659,0.775,1,2.00515,0.000594125,0.000594125,0.000594125
161,58489,0.0867,0.775,1,1.58058,0.00059,0.00059,0.00059
162,58781.3,0.0754,0.75,1,1.8099,0.000585875,0.000585875,0.000585875
163,59072.7,0.07845,0.775,1,1.89431,0.00058175,0.00058175,0.00058175
164,59361.6,0.10896,0.775,1,1.59111,0.000577625,0.000577625,0.000577625
165,59649.5,0.07898,0.75,1,1.67629,0.0005735,0.0005735,0.0005735
166,59939.4,0.0945,0.75,1,1.54208,0.000569375,0.000569375,0.000569375
167,60227.2,0.0985,0.775,1,1.76013,0.00056525,0.00056525,0.00056525
168,60519,0.09406,0.8,1,2.00056,0.000561125,0.000561125,0.000561125
169,60810,0.08584,0.8,1,1.47983,0.000557,0.000557,0.000557
170,61099.1,0.07973,0.775,1,1.90126,0.000552875,0.000552875,0.000552875
171,61387.2,0.10089,0.775,1,1.77323,0.00054875,0.00054875,0.00054875
172,61676,0.09286,0.775,1,1.73672,0.000544625,0.000544625,0.000544625
173,61966.6,0.09995,0.8,1,1.73789,0.0005405,0.0005405,0.0005405
174,62257.9,0.07941,0.8,1,1.95965,0.000536375,0.000536375,0.000536375
175,62546.8,0.08151,0.75,1,2.13833,0.00053225,0.00053225,0.00053225
176,62836,0.08697,0.775,1,1.94243,0.000528125,0.000528125,0.000528125
177,63124.5,0.07306,0.775,1,1.5649,0.000524,0.000524,0.000524
178,63412.8,0.09083,0.8,1,1.5166,0.000519875,0.000519875,0.000519875
179,63699.2,0.08006,0.8,1,1.92506,0.00051575,0.00051575,0.00051575
180,63985.5,0.0891,0.775,1,1.9421,0.000511625,0.000511625,0.000511625
181,64275.6,0.06431,0.8,1,2.13302,0.0005075,0.0005075,0.0005075
182,64566.1,0.07668,0.8,1,2.04906,0.000503375,0.000503375,0.000503375
183,64857.1,0.08147,0.8,1,1.86405,0.00049925,0.00049925,0.00049925
184,65145.3,0.08302,0.8,1,2.07007,0.000495125,0.000495125,0.000495125
185,65435.8,0.07892,0.8,1,2.3545,0.000491,0.000491,0.000491
186,65725.5,0.07116,0.775,1,2.02302,0.000486875,0.000486875,0.000486875
187,66016.8,0.0792,0.775,1,2.05663,0.00048275,0.00048275,0.00048275
188,66305.2,0.09548,0.775,1,2.09356,0.000478625,0.000478625,0.000478625
189,66593.9,0.09675,0.775,1,2.19211,0.0004745,0.0004745,0.0004745
190,66886.5,0.08929,0.775,1,2.05466,0.000470375,0.000470375,0.000470375
191,67176.4,0.09519,0.775,1,2.08449,0.00046625,0.00046625,0.00046625
192,67465.7,0.07541,0.8,1,2.13387,0.000462125,0.000462125,0.000462125
193,67756.1,0.07564,0.8,1,2.11972,0.000458,0.000458,0.000458
194,68046.6,0.06206,0.8,1,2.29508,0.000453875,0.000453875,0.000453875
195,68336.3,0.06359,0.775,1,2.37121,0.00044975,0.00044975,0.00044975
196,68626.8,0.08098,0.775,1,2.45385,0.000445625,0.000445625,0.000445625
197,68920.6,0.06178,0.75,1,2.76129,0.0004415,0.0004415,0.0004415
198,69213.5,0.07241,0.775,1,2.68133,0.000437375,0.000437375,0.000437375
199,69507.2,0.06227,0.775,1,2.54235,0.00043325,0.00043325,0.00043325
200,69801,0.07085,0.775,1,2.72798,0.000429125,0.000429125,0.000429125
201,70091.3,0.06284,0.8,1,2.32917,0.000425,0.000425,0.000425
202,70383.6,0.05259,0.775,1,2.2897,0.000420875,0.000420875,0.000420875
203,70675.1,0.06451,0.775,1,2.49619,0.00041675,0.00041675,0.00041675
204,70971.5,0.05308,0.775,1,2.50453,0.000412625,0.000412625,0.000412625
205,71264.7,0.06735,0.775,1,2.16513,0.0004085,0.0004085,0.0004085
206,71557.5,0.05528,0.8,1,2.13025,0.000404375,0.000404375,0.000404375
207,71852.4,0.06123,0.8,1,2.16607,0.00040025,0.00040025,0.00040025
208,72163.3,0.06385,0.825,1,2.25715,0.000396125,0.000396125,0.000396125
209,72460.3,0.0716,0.8,1,2.03688,0.000392,0.000392,0.000392
210,72752.9,0.06364,0.8,1,1.9626,0.000387875,0.000387875,0.000387875
211,73050.2,0.07344,0.8,1,2.05663,0.00038375,0.00038375,0.00038375
212,73350.2,0.06864,0.775,1,2.06015,0.000379625,0.000379625,0.000379625
213,73649.7,0.07103,0.775,1,2.38775,0.0003755,0.0003755,0.0003755
214,73944.9,0.0521,0.775,1,2.48488,0.000371375,0.000371375,0.000371375
215,74240.6,0.06791,0.775,1,2.45724,0.00036725,0.00036725,0.00036725
216,74560.9,0.04845,0.775,1,2.43302,0.000363125,0.000363125,0.000363125
217,74887.5,0.04407,0.775,1,2.34913,0.000359,0.000359,0.000359
218,75213.4,0.05472,0.775,1,2.34532,0.000354875,0.000354875,0.000354875
219,75538.8,0.06139,0.775,1,2.42423,0.00035075,0.00035075,0.00035075
220,75867.4,0.04524,0.775,1,2.40012,0.000346625,0.000346625,0.000346625
221,76193.7,0.06104,0.775,1,2.22432,0.0003425,0.0003425,0.0003425
222,76519.5,0.04825,0.775,1,2.49762,0.000338375,0.000338375,0.000338375
223,76847.8,0.04267,0.775,1,2.56926,0.00033425,0.00033425,0.00033425
224,77174.8,0.04458,0.775,1,2.72978,0.000330125,0.000330125,0.000330125
225,77487.5,0.05546,0.8,1,2.46729,0.000326,0.000326,0.000326
226,77858.7,0.0457,0.775,1,2.26233,0.000321875,0.000321875,0.000321875
227,78216.3,0.0461,0.775,1,2.25051,0.00031775,0.00031775,0.00031775
228,78587.6,0.0431,0.8,1,2.37665,0.000313625,0.000313625,0.000313625
229,78931,0.05092,0.8,1,2.22738,0.0003095,0.0003095,0.0003095
230,79301.8,0.04277,0.8,1,2.27036,0.000305375,0.000305375,0.000305375
231,79653.2,0.04507,0.8,1,2.12436,0.00030125,0.00030125,0.00030125
232,80023.2,0.04519,0.8,1,2.12353,0.000297125,0.000297125,0.000297125
233,80394.4,0.05457,0.8,1,2.27821,0.000293,0.000293,0.000293
234,80770.3,0.05439,0.8,1,2.24913,0.000288875,0.000288875,0.000288875
235,81141.1,0.04699,0.75,1,2.38443,0.00028475,0.00028475,0.00028475
236,81516.5,0.04656,0.8,1,2.43583,0.000280625,0.000280625,0.000280625
237,81886,0.05255,0.825,1,2.38886,0.0002765,0.0002765,0.0002765
238,82262,0.05366,0.8,1,2.27098,0.000272375,0.000272375,0.000272375
239,82636.1,0.04883,0.775,1,2.37268,0.00026825,0.00026825,0.00026825
240,83010.6,0.06618,0.775,1,2.38798,0.000264125,0.000264125,0.000264125
241,83385.3,0.03595,0.75,1,2.53333,0.00026,0.00026,0.00026
