epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
62,49643.8,0.16705,0.725,1,1.07945,0.007987,0.007987,0.007987
63,50373.9,0.17929,0.775,1,1.38616,0.007954,0.007954,0.007954
64,51119,0.2098,0.775,1,0.89256,0.007921,0.007921,0.007921
65,51878.2,0.17177,0.75,1,1.14088,0.007888,0.007888,0.007888
66,52654.1,0.16248,0.775,1,0.93924,0.007855,0.007855,0.007855
67,53436.9,0.18798,0.8,1,0.90687,0.007822,0.007822,0.007822
68,54175.9,0.17643,0.75,1,1.11602,0.007789,0.007789,0.007789
69,54911.2,0.17201,0.725,1,1.53741,0.007756,0.007756,0.007756
70,55656.4,0.15919,0.8,1,1.18584,0.007723,0.007723,0.007723
71,56419.1,0.17072,0.8,1,0.93479,0.00769,0.00769,0.00769
72,57161.2,0.15702,0.8,1,0.94678,0.007657,0.007657,0.007657
73,57867.9,0.17074,0.775,1,1.19265,0.007624,0.007624,0.007624
74,58546.1,0.17648,0.8,1,1.1531,0.007591,0.007591,0.007591
75,59235.1,0.16425,0.8,1,1.34645,0.007558,0.007558,0.007558
76,59928,0.15245,0.775,1,1.11159,0.007525,0.007525,0.007525
77,60633.5,0.16879,0.725,1,1.47925,0.007492,0.007492,0.007492
78,61361.3,0.15509,0.8,1,1.24935,0.007459,0.007459,0.007459
79,62068.2,0.16982,0.775,1,1.47716,0.007426,0.007426,0.007426
80,62751.1,0.15707,0.8,1,1.19588,0.007393,0.007393,0.007393
81,63464.9,0.14627,0.75,1,1.29291,0.00736,0.00736,0.00736
82,64485.2,0.13561,0.8,1,1.35314,0.007327,0.007327,0.007327
83,65669.8,0.14878,0.8,1,1.32385,0.007294,0.007294,0.007294
84,66744.9,0.14202,0.75,1,1.5977,0.007261,0.007261,0.007261
85,67737.6,0.15219,0.8,1,1.55512,0.007228,0.007228,0.007228
86,68734.1,0.14511,0.8,1,1.96308,0.007195,0.007195,0.007195
87,69559.6,0.14209,0.775,1,1.49949,0.007162,0.007162,0.007162
88,70447.8,0.12277,0.75,1,1.60446,0.007129,0.007129,0.007129
89,71521.4,0.13602,0.825,1,1.58224,0.007096,0.007096,0.007096
90,72884,0.14549,0.825,1,1.0767,0.007063,0.007063,0.007063
91,74063.6,0.1302,0.825,1,1.32225,0.00703,0.00703,0.00703
92,75253.5,0.14965,0.775,1,1.26321,0.006997,0.006997,0.006997
93,76403.1,0.14662,0.825,1,1.10799,0.006964,0.006964,0.006964
94,77553.7,0.12969,0.8,1,1.57669,0.006931,0.006931,0.006931
95,78659.5,0.12399,0.825,1,1.29601,0.006898,0.006898,0.006898
96,79830,0.13055,0.8,1,1.18646,0.006865,0.006865,0.006865
97,80905.6,0.13948,0.775,1,1.574,0.006832,0.006832,0.006832
98,81974,0.14099,0.8,1,1.58045,0.006799,0.006799,0.006799
99,83093.7,0.12988,0.8,1,1.2886,0.006766,0.006766,0.006766
100,84303.6,0.13108,0.8,1,1.72414,0.006733,0.006733,0.006733
101,85457.6,0.13931,0.775,1,1.35953,0.0067,0.0067,0.0067
102,86641.7,0.1261,0.8,1,1.33774,0.006667,0.006667,0.006667
103,87968.4,0.12763,0.8,1,1.17743,0.006634,0.006634,0.006634
104,89200.3,0.11839,0.8,1,1.19534,0.006601,0.006601,0.006601
105,90069.7,0.12281,0.8,1,1.21976,0.006568,0.006568,0.006568
106,91039.4,0.12294,0.8,1,1.61111,0.006535,0.006535,0.006535
107,91846.5,0.12313,0.8,1,1.67194,0.006502,0.006502,0.006502
108,92635.7,0.12397,0.8,1,1.50919,0.006469,0.006469,0.006469
109,93422.2,0.11071,0.8,1,1.33781,0.006436,0.006436,0.006436
110,94191.5,0.09804,0.775,1,1.59038,0.006403,0.006403,0.006403
111,94921.5,0.11902,0.8,1,1.55814,0.00637,0.00637,0.00637
112,95637.1,0.12084,0.8,1,1.87982,0.006337,0.006337,0.006337
113,96455.3,0.11107,0.8,1,1.68996,0.006304,0.006304,0.006304
114,97230.2,0.11172,0.8,1,1.55874,0.006271,0.006271,0.006271
115,97911.4,0.10426,0.8,1,1.82104,0.006238,0.006238,0.006238
116,98753.2,0.11029,0.8,1,1.67709,0.006205,0.006205,0.006205
117,99335.3,0.11611,0.8,1,1.78708,0.006172,0.006172,0.006172
118,99992.2,0.10907,0.8,1,1.89642,0.006139,0.006139,0.006139
119,100553,0.10455,0.8,1,2.05835,0.006106,0.006106,0.006106
120,101121,0.11214,0.8,1,2.06492,0.006073,0.006073,0.006073
121,101691,0.102,0.8,1,1.97778,0.00604,0.00604,0.00604
122,102378,0.09682,0.8,1,1.85523,0.006007,0.006007,0.006007
123,103158,0.10547,0.8,1,1.8924,0.005974,0.005974,0.005974
124,104021,0.10986,0.8,1,1.67244,0.005941,0.005941,0.005941
125,105296,0.09569,0.8,1,1.97971,0.005908,0.005908,0.005908
126,106129,0.10254,0.8,1,2.2781,0.005875,0.005875,0.005875
127,106900,0.09994,0.8,1,1.9715,0.005842,0.005842,0.005842
128,107674,0.10023,0.775,1,1.84706,0.005809,0.005809,0.005809
129,108446,0.11376,0.8,1,1.79856,0.005776,0.005776,0.005776
130,109223,0.1063,0.775,1,1.97572,0.005743,0.005743,0.005743
131,110002,0.12201,0.775,1,2.04518,0.00571,0.00571,0.00571
132,110806,0.10438,0.775,1,2.03721,0.005677,0.005677,0.005677
133,111611,0.10455,0.775,1,2.09615,0.005644,0.005644,0.005644
134,112413,0.08412,0.8,1,2.02939,0.005611,0.005611,0.005611
135,113212,0.09362,0.8,1,2.04822,0.005578,0.005578,0.005578
136,114008,0.09201,0.8,1,1.90971,0.005545,0.005545,0.005545
137,114810,0.10535,0.8,1,1.86185,0.005512,0.005512,0.005512
138,115603,0.10775,0.8,1,1.88077,0.005479,0.005479,0.005479
139,116406,0.08627,0.8,1,1.82896,0.005446,0.005446,0.005446
140,117235,0.09882,0.8,1,1.81485,0.005413,0.005413,0.005413
141,118092,0.09251,0.8,1,1.80934,0.00538,0.00538,0.00538
142,118902,0.09476,0.8,1,1.85391,0.005347,0.005347,0.005347
143,119708,0.11478,0.8,1,1.80511,0.005314,0.005314,0.005314
144,120516,0.10158,0.8,1,1.75532,0.005281,0.005281,0.005281
145,121329,0.09809,0.8,1,1.77269,0.005248,0.005248,0.005248
146,122141,0.09397,0.8,1,1.98684,0.005215,0.005215,0.005215
147,122953,0.08682,0.8,1,1.97383,0.005182,0.005182,0.005182
148,123760,0.07551,0.8,1,1.96423,0.005149,0.005149,0.005149
149,124570,0.09689,0.8,1,1.85339,0.005116,0.005116,0.005116
150,125382,0.09513,0.8,1,1.77787,0.005083,0.005083,0.005083
151,126188,0.09499,0.8,1,1.75412,0.00505,0.00505,0.00505
152,126995,0.07732,0.8,1,1.71929,0.005017,0.005017,0.005017
153,127807,0.07973,0.8,1,1.73144,0.004984,0.004984,0.004984
154,128616,0.08734,0.8,1,1.76365,0.004951,0.004951,0.004951
155,129431,0.09383,0.8,1,1.73933,0.004918,0.004918,0.004918
156,130238,0.09279,0.8,1,1.7741,0.004885,0.004885,0.004885
157,131044,0.08092,0.8,1,1.77272,0.004852,0.004852,0.004852
158,131849,0.09073,0.8,1,1.8833,0.004819,0.004819,0.004819
159,132665,0.093,0.8,1,1.88976,0.004786,0.004786,0.004786
160,133472,0.09163,0.8,1,1.87946,0.004753,0.004753,0.004753
161,134280,0.08522,0.8,1,1.90388,0.00472,0.00472,0.00472
162,135085,0.07825,0.8,1,1.88035,0.004687,0.004687,0.004687
163,135895,0.07676,0.8,1,1.95895,0.004654,0.004654,0.004654
164,136568,0.07374,0.8,1,1.96067,0.004621,0.004621,0.004621
165,137191,0.07645,0.8,1,1.89042,0.004588,0.004588,0.004588
166,137813,0.08235,0.8,1,1.8944,0.004555,0.004555,0.004555
167,138435,0.07787,0.8,1,1.87626,0.004522,0.004522,0.004522
168,139304,0.07852,0.8,1,1.8231,0.004489,0.004489,0.004489
169,140163,0.087,0.8,1,1.77804,0.004456,0.004456,0.004456
170,140834,0.07022,0.8,1,1.76549,0.004423,0.004423,0.004423
171,141506,0.06959,0.8,1,1.74495,0.00439,0.00439,0.00439
172,142091,0.07699,0.8,1,1.73794,0.004357,0.004357,0.004357
173,143068,0.0759,0.8,1,1.74863,0.004324,0.004324,0.004324
174,144479,0.07322,0.8,1,1.78343,0.004291,0.004291,0.004291
175,145261,0.05955,0.8,1,1.83739,0.004258,0.004258,0.004258
176,146047,0.06855,0.8,1,1.86652,0.004225,0.004225,0.004225
177,146821,0.06488,0.8,1,1.89449,0.004192,0.004192,0.004192
178,147603,0.07364,0.8,1,1.92894,0.004159,0.004159,0.004159
179,148379,0.07441,0.8,1,1.98412,0.004126,0.004126,0.004126
180,149163,0.06302,0.8,1,2.02626,0.004093,0.004093,0.004093
181,149940,0.06354,0.8,1,2.02338,0.00406,0.00406,0.00406
182,150716,0.07271,0.8,1,2.05277,0.004027,0.004027,0.004027
183,151493,0.06474,0.8,1,2.0911,0.003994,0.003994,0.003994
184,152135,0.06531,0.8,1,2.15578,0.003961,0.003961,0.003961
185,152704,0.06415,0.8,1,2.21065,0.003928,0.003928,0.003928
186,153273,0.05168,0.8,1,2.23181,0.003895,0.003895,0.003895
187,153846,0.06231,0.8,1,2.24051,0.003862,0.003862,0.003862
188,154566,0.06449,0.8,1,2.24695,0.003829,0.003829,0.003829
189,155963,0.05677,0.8,1,2.2518,0.003796,0.003796,0.003796
